date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:27:22	101328/101328	U-----	200	untouched ('OK')	text/css	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/css/style.css	C:/My%20Web%20Sites/swap/qingswap.com/css/style.css	(from https://qingswap.com/)
09:27:23	9798/9798	U-----	200	untouched ('')	image/png	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/img/logo.png	C:/My%20Web%20Sites/swap/qingswap.com/img/logo.png	(from https://qingswap.com/)
09:27:23	15850/15850	---MCZ	302	error ('Found')	text/html	date:Tue,%2006%20Jun%202023%2009:27:23%20GMT	https://qingswap.com/app/referrals.php	C:/My%20Web%20Sites/swap/qingswap.com/app/referrals.php	(from https://qingswap.com/)
09:27:23	24829/24829	U--MCZ	200	updated ('OK')	text/html	date:Tue,%2006%20Jun%202023%2009:27:23%20GMT	https://qingswap.com/index.php	C:/My%20Web%20Sites/swap/qingswap.com/index-3.html	(from https://qingswap.com/)
09:27:24	134/134	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Jun%202023%2009:27:24%20GMT	http://code.tidio.co/bpnp4xkz2axqrebqxcezgdca9yot1iyn.js	C:/My%20Web%20Sites/swap/code.tidio.co/bpnp4xkz2axqrebqxcezgdca9yot1iyn.2d.delayed	(from https://qingswap.com/)
09:27:24	15386/15386	U--MCZ	200	updated ('OK')	text/html	date:Tue,%2006%20Jun%202023%2009:27:24%20GMT	https://qingswap.com/contact.php	C:/My%20Web%20Sites/swap/qingswap.com/contact.html	(from https://qingswap.com/)
09:27:24	10450/10450	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2006%20Jun%202023%2009:27:23%20GMT	https://qingswap.com/auth/login.php	C:/My%20Web%20Sites/swap/qingswap.com/auth/login.html	(from https://qingswap.com/)
09:27:25	23381/23381	U-----	200	untouched ('')	image/png	etag:%2239513-65af-56ce71dc3d9b2%22	http://gtranslate.net/flags/16.png	C:/My%20Web%20Sites/swap/gtranslate.net/flags/16.png	(from https://qingswap.com/)
09:27:26	25994/25994	U-----	200	untouched ('')	image/png	etag:%2239512-658a-56ce71dc38e3a%22	http://gtranslate.net/flags/16a.png	C:/My%20Web%20Sites/swap/gtranslate.net/flags/16a.png	(from https://qingswap.com/)
09:27:32	27678/27678	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2006%20Jun%202023%2009:27:23%20GMT	https://qingswap.com/market.php	C:/My%20Web%20Sites/swap/qingswap.com/market.html	(from https://qingswap.com/)
09:27:37	79740/79740	U--MCZ	200	updated ('OK')	text/javascript	date:Tue,%2006%20Jun%202023%2009:27:26%20GMT	https://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit2	C:/My%20Web%20Sites/swap/translate.google.com/translate_a/element7876.js	(from https://qingswap.com/)
09:27:37	105127/105127	U-----	200	untouched ('')	image/png	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/img/bg-img/bg-patter.png	C:/My%20Web%20Sites/swap/qingswap.com/img/bg-img/bg-patter.png	(from https://qingswap.com/)
09:27:40	11969/11969	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2006%20Jun%202023%2009:27:24%20GMT	https://qingswap.com/auth/register.php	C:/My%20Web%20Sites/swap/qingswap.com/auth/register.html	(from https://qingswap.com/)
09:27:43	116775/116775	U-----	200	untouched ('')	image/jpeg	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/img/bg-img/34.jpeg	C:/My%20Web%20Sites/swap/qingswap.com/img/bg-img/34.jpg	(from https://qingswap.com/)
09:28:27	2691/2691	U-----	200	untouched ('')	image/png	etag:%222edf1ef8b333c40979976d1a49bc234c%22	https://s2.coinmarketcap.com/static/img/coins/64x64/1.png	C:/My%20Web%20Sites/swap/s2.coinmarketcap.com/static/img/coins/64x64/1.png	(from https://qingswap.com/)
09:28:28	2780/2780	U-----	200	untouched ('')	image/png	etag:%22856bfdb63dc0d6fad6b92fc6a29719e1%22	https://s2.coinmarketcap.com/static/img/coins/64x64/1027.png	C:/My%20Web%20Sites/swap/s2.coinmarketcap.com/static/img/coins/64x64/1027.png	(from https://qingswap.com/)
09:28:28	2694/2694	U-----	200	untouched ('')	image/png	etag:%226ad5509616a5fca9f389801052bea3fe%22	https://s2.coinmarketcap.com/static/img/coins/64x64/1831.png	C:/My%20Web%20Sites/swap/s2.coinmarketcap.com/static/img/coins/64x64/1831.png	(from https://qingswap.com/)
09:28:28	2456/2456	U-----	200	untouched ('')	image/png	etag:%22bdaeb947a2eb31bae0a170559df9013c%22	https://s2.coinmarketcap.com/static/img/coins/64x64/2.png	C:/My%20Web%20Sites/swap/s2.coinmarketcap.com/static/img/coins/64x64/2.png	(from https://qingswap.com/)
09:28:44	1194/1194	U-----	200	untouched ('')	image/png	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/img/icon-img/1.png	C:/My%20Web%20Sites/swap/qingswap.com/img/icon-img/1.png	(from https://qingswap.com/)
09:28:45	1255/1255	U-----	200	untouched ('')	image/png	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/img/icon-img/2.png	C:/My%20Web%20Sites/swap/qingswap.com/img/icon-img/2.png	(from https://qingswap.com/)
09:28:45	1689/1689	U-----	200	untouched ('')	image/png	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/img/icon-img/3.png	C:/My%20Web%20Sites/swap/qingswap.com/img/icon-img/3.png	(from https://qingswap.com/)
09:28:45	4251/4251	U-----	200	untouched ('')	image/png	etag:%22ae64499c8825452f6262177ee6dd525b%22	https://s2.coinmarketcap.com/static/img/coins/64x64/74.png	C:/My%20Web%20Sites/swap/s2.coinmarketcap.com/static/img/coins/64x64/74.png	(from https://qingswap.com/)
09:29:01	3341/3341	U-----	200	untouched ('')	image/png	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/img/footer-logo.png	C:/My%20Web%20Sites/swap/qingswap.com/img/footer-logo.png	(from https://qingswap.com/)
09:29:01	1890/1890	U-----	200	untouched ('')	image/png	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/img/icon-img/4.png	C:/My%20Web%20Sites/swap/qingswap.com/img/icon-img/4.png	(from https://qingswap.com/)
09:29:02	16158/16158	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2006%20Jun%202023%2009:28:47%20GMT	https://qingswap.com/aml-cft-policy.php	C:/My%20Web%20Sites/swap/qingswap.com/aml-cft-policy.html	(from https://qingswap.com/)
09:29:03	37848/37848	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2006%20Jun%202023%2009:28:47%20GMT	https://qingswap.com/privacy-policy.php	C:/My%20Web%20Sites/swap/qingswap.com/privacy-policy.html	(from https://qingswap.com/)
09:29:04	89500/89500	U-----	200	untouched ('')	application/javascript	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/js/vendor/jquery-3.6.0.min.js	C:/My%20Web%20Sites/swap/qingswap.com/js/vendor/jquery-3.6.0.min.js	(from https://qingswap.com/)
09:29:04	14814/14814	U--MCZ	200	updated ('OK')	text/html	date:Tue,%2006%20Jun%202023%2009:29:03%20GMT	https://qingswap.com/risk-warning.php	C:/My%20Web%20Sites/swap/qingswap.com/risk-warning.html	(from https://qingswap.com/)
09:29:04	2532/2532	U-----	200	untouched ('')	application/javascript	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/js/jquery.easing.min.js	C:/My%20Web%20Sites/swap/qingswap.com/js/jquery.easing.min.js	(from https://qingswap.com/)
09:29:04	67413/67413	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2006%20Jun%202023%2009:29:04%20GMT	https://qingswap.com/terms-of-services.php	C:/My%20Web%20Sites/swap/qingswap.com/terms-of-services.html	(from https://qingswap.com/)
09:29:06	79742/79742	U-----	200	untouched ('')	application/javascript	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/swap/qingswap.com/js/bootstrap.bundle.min.js	(from https://qingswap.com/)
09:29:19	3697/3697	U-----	200	untouched ('')	application/javascript	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/js/scrollIt.js	C:/My%20Web%20Sites/swap/qingswap.com/js/scrollIt.js	(from https://qingswap.com/)
09:29:19	2035/2035	U-----	200	untouched ('')	application/javascript	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/js/jquery.scrollUp.min.js	C:/My%20Web%20Sites/swap/qingswap.com/js/jquery.scrollUp.min.js	(from https://qingswap.com/)
09:29:19	2942/2942	U-----	200	untouched ('')	application/javascript	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/js/nice-select.min.js	C:/My%20Web%20Sites/swap/qingswap.com/js/nice-select.min.js	(from https://qingswap.com/)
09:29:22	8415/8415	U-----	200	untouched ('')	application/javascript	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/js/jquery.slicknav.min.js	C:/My%20Web%20Sites/swap/qingswap.com/js/jquery.slicknav.min.js	(from https://qingswap.com/)
09:29:36	3552/3552	U-----	200	untouched ('')	application/javascript	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/js/jquery.animatedheadline.min.js	C:/My%20Web%20Sites/swap/qingswap.com/js/jquery.animatedheadline.min.js	(from https://qingswap.com/)
09:29:36	996/996	U-----	200	untouched ('')	application/javascript	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/js/date-time.js	C:/My%20Web%20Sites/swap/qingswap.com/js/date-time.js	(from https://qingswap.com/)
09:29:37	42863/42863	U-----	200	untouched ('')	application/javascript	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/js/slick.min.js	C:/My%20Web%20Sites/swap/qingswap.com/js/slick.min.js	(from https://qingswap.com/)
09:29:38	42766/42766	U-----	200	untouched ('')	application/javascript	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/js/owl.carousel.min.js	C:/My%20Web%20Sites/swap/qingswap.com/js/owl.carousel.min.js	(from https://qingswap.com/)
09:29:53	9498/9498	U-----	200	untouched ('')	application/javascript	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/js/bundle.js	C:/My%20Web%20Sites/swap/qingswap.com/js/bundle.js	(from https://qingswap.com/)
09:29:53	1238/1238	U-----	200	untouched ('OK')	text/html	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/css/owl.video.play.html	C:/My%20Web%20Sites/swap/qingswap.com/css/owl.video.play.html	(from https://qingswap.com/css/owl.carousel.min.css)
09:29:54	13702/13702	U-----	200	untouched ('')	application/javascript	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/js/main.js	C:/My%20Web%20Sites/swap/qingswap.com/js/main.js	(from https://qingswap.com/)
09:29:54	165742/165742	U-----	200	untouched ('')	application/vnd.ms-fontobject	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/fonts/fontawesome-webfont3e6e.eot?v=4.7.0	C:/My%20Web%20Sites/swap/qingswap.com/fonts/fontawesome-webfont3e6e3e6e.eot	(from https://qingswap.com/css/font-awesome.min.css)
09:29:56	165742/165742	U-----	200	untouched ('')	application/vnd.ms-fontobject	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/fonts/fontawesome-webfontd41d.eot?	C:/My%20Web%20Sites/swap/qingswap.com/fonts/fontawesome-webfontd41dd41d.eot	(from https://qingswap.com/css/font-awesome.min.css)
09:29:56	77160/77160	U-----	200	untouched ('')	font/woff2	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/fonts/fontawesome-webfont3e6e.woff2?v=4.7.0	C:/My%20Web%20Sites/swap/qingswap.com/fonts/fontawesome-webfont3e6e3e6e.woff2	(from https://qingswap.com/css/font-awesome.min.css)
09:29:56	98024/98024	U-----	200	untouched ('')	font/woff	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/fonts/fontawesome-webfont3e6e.woff?v=4.7.0	C:/My%20Web%20Sites/swap/qingswap.com/fonts/fontawesome-webfont3e6e3e6e.woff	(from https://qingswap.com/css/font-awesome.min.css)
09:30:11	444379/444379	U-----	200	untouched ('OK')	image/svg+xml	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/fonts/fontawesome-webfont3e6e.svg?v=4.7.0	C:/My%20Web%20Sites/swap/qingswap.com/fonts/fontawesome-webfont3e6e3e6e.svg	(from https://qingswap.com/css/font-awesome.min.css)
09:30:11	78748/78748	U-----	200	untouched ('')	application/vnd.ms-fontobject	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/fonts/themifyd41d.eot?	C:/My%20Web%20Sites/swap/qingswap.com/fonts/themifyd41dd41d.eot	(from https://qingswap.com/css/themify-icons.css)
09:30:11	78748/78748	U-----	200	untouched ('')	application/vnd.ms-fontobject	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/fonts/themify9f24.eot?-fvbane	C:/My%20Web%20Sites/swap/qingswap.com/fonts/themify9f249f24.eot	(from https://qingswap.com/css/themify-icons.css)
09:30:12	165548/165548	U-----	200	untouched ('')	font/ttf	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/fonts/fontawesome-webfont3e6e.ttf?v=4.7.0	C:/My%20Web%20Sites/swap/qingswap.com/fonts/fontawesome-webfont3e6e3e6e.ttf	(from https://qingswap.com/css/font-awesome.min.css)
09:30:28	3354/3354	U-----	200	untouched ('')	application/vnd.ms-fontobject	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/fonts/Flaticon.eot	C:/My%20Web%20Sites/swap/qingswap.com/fonts/Flaticon.eot	(from https://qingswap.com/css/flaticon.css)
09:30:29	56108/56108	U-----	200	untouched ('')	font/woff	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/fonts/themify9f24.woff?-fvbane	C:/My%20Web%20Sites/swap/qingswap.com/fonts/themify9f249f24.woff	(from https://qingswap.com/css/themify-icons.css)
09:30:29	78584/78584	U-----	200	untouched ('')	font/ttf	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/fonts/themify9f24.ttf?-fvbane	C:/My%20Web%20Sites/swap/qingswap.com/fonts/themify9f249f24.ttf	(from https://qingswap.com/css/themify-icons.css)
09:30:29	234269/234269	U-----	200	untouched ('OK')	image/svg+xml	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/fonts/themify9f24.svg?-fvbane	C:/My%20Web%20Sites/swap/qingswap.com/fonts/themify9f249f24.svg	(from https://qingswap.com/css/themify-icons.css)
09:30:30	3354/3354	U-----	200	untouched ('')	application/vnd.ms-fontobject	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/fonts/Flaticond41d.eot?	C:/My%20Web%20Sites/swap/qingswap.com/fonts/Flaticond41dd41d.eot	(from https://qingswap.com/css/flaticon.css)
09:30:30	0/-1	---M--	302	error ('')			https://qingswap.com/app/exchange.php	C:/My%20Web%20Sites/swap/qingswap.com/app/exchange.52.delayed	(from https://qingswap.com/index.php)
09:30:45	1656/1656	U-----	200	untouched ('')	font/woff2	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/fonts/Flaticon.woff2	C:/My%20Web%20Sites/swap/qingswap.com/fonts/Flaticon.woff2	(from https://qingswap.com/css/flaticon.css)
09:30:45	2244/2244	U-----	200	untouched ('')	font/woff	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/fonts/Flaticon.woff	C:/My%20Web%20Sites/swap/qingswap.com/fonts/Flaticon.woff	(from https://qingswap.com/css/flaticon.css)
09:30:45	3176/3176	U-----	200	untouched ('')	font/ttf	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/fonts/Flaticon.ttf	C:/My%20Web%20Sites/swap/qingswap.com/fonts/Flaticon.ttf	(from https://qingswap.com/css/flaticon.css)
09:30:46	13882/13882	U-----	200	untouched ('OK')	image/svg+xml	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/fonts/Flaticon.svg	C:/My%20Web%20Sites/swap/qingswap.com/fonts/Flaticon.svg	(from https://qingswap.com/css/flaticon.css)
09:30:47	1264/1264	U-----	200	untouched ('')	application/vnd.ms-fontobject	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/fonts/classy-fontscb9b.eot?fftrrv	C:/My%20Web%20Sites/swap/qingswap.com/fonts/classy-fontscb9bcb9b.eot	(from https://qingswap.com/css/classy-nav.css)
09:30:47	0/-1	---M--	302	error ('')			https://qingswap.com/app/exchange.php	C:/My%20Web%20Sites/swap/qingswap.com/app/exchange.53.delayed	(from https://qingswap.com/index.php)
09:30:47	0/-1	---M--	302	error ('')			https://qingswap.com/app/exchange.php	C:/My%20Web%20Sites/swap/qingswap.com/app/exchange.54.delayed	(from https://qingswap.com/index.php)
09:30:47	0/-1	---M--	302	error ('')			https://qingswap.com/app/exchange.php	C:/My%20Web%20Sites/swap/qingswap.com/app/exchange.55.delayed	(from https://qingswap.com/index.php)
09:30:47	0/-1	---M--	302	error ('')			https://qingswap.com/app/exchange.php	C:/My%20Web%20Sites/swap/qingswap.com/app/exchange.56.delayed	(from https://qingswap.com/index.php)
09:30:47	0/-1	---M--	302	error ('')			https://qingswap.com/app/exchange.php	C:/My%20Web%20Sites/swap/qingswap.com/app/exchange.57.delayed	(from https://qingswap.com/index.php)
09:30:47	1100/1100	U-----	200	untouched ('')	font/ttf	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/fonts/classy-fontscb9b.ttf?fftrrv	C:/My%20Web%20Sites/swap/qingswap.com/fonts/classy-fontscb9bcb9b.ttf	(from https://qingswap.com/css/classy-nav.css)
09:30:47	1176/1176	U-----	200	untouched ('')	font/woff	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/fonts/classy-fontscb9b.woff?fftrrv	C:/My%20Web%20Sites/swap/qingswap.com/fonts/classy-fontscb9bcb9b.woff	(from https://qingswap.com/css/classy-nav.css)
09:30:47	785/785	U-----	200	untouched ('OK')	image/svg+xml	date:Wed,%2008%20Mar%202023%2002:27:34%20GMT	https://qingswap.com/fonts/classy-fontscb9b.svg?fftrrv	C:/My%20Web%20Sites/swap/qingswap.com/fonts/classy-fontscb9bcb9b.svg	(from https://qingswap.com/css/classy-nav.css)
09:30:48	15850/15850	---MCZ	302	error ('Found')	text/html	date:Tue,%2006%20Jun%202023%2009:30:47%20GMT	https://qingswap.com/app/referrals.php	C:/My%20Web%20Sites/swap/qingswap.com/app/referrals.php	(from https://qingswap.com/index.php)
09:30:48	0/-1	---M--	302	error ('')			https://qingswap.com/app/exchange.php	C:/My%20Web%20Sites/swap/qingswap.com/app/exchange.59.delayed	(from https://qingswap.com/market.php)
09:30:48	0/-1	---M--	302	error ('')			https://qingswap.com/app/exchange.php	C:/My%20Web%20Sites/swap/qingswap.com/app/exchange.5a.delayed	(from https://qingswap.com/market.php)
09:30:48	0/-1	---M--	302	error ('')			https://qingswap.com/app/exchange.php	C:/My%20Web%20Sites/swap/qingswap.com/app/exchange.5b.delayed	(from https://qingswap.com/market.php)
09:30:48	0/-1	---M--	302	error ('')			https://qingswap.com/app/exchange.php	C:/My%20Web%20Sites/swap/qingswap.com/app/exchange.5c.delayed	(from https://qingswap.com/market.php)
09:30:48	0/-1	---M--	302	error ('')			https://qingswap.com/app/exchange.php	C:/My%20Web%20Sites/swap/qingswap.com/app/exchange.5d.delayed	(from https://qingswap.com/market.php)
09:30:48	0/-1	---M--	302	error ('')			https://qingswap.com/app/exchange.php	C:/My%20Web%20Sites/swap/qingswap.com/app/exchange.5e.delayed	(from https://qingswap.com/market.php)
09:30:48	0/-1	---M--	302	error ('')			https://qingswap.com/app/exchange.php	C:/My%20Web%20Sites/swap/qingswap.com/app/exchange.60.delayed	(from https://qingswap.com/market.php)
09:30:48	0/-1	---M--	302	error ('')			https://qingswap.com/app/exchange.php	C:/My%20Web%20Sites/swap/qingswap.com/app/exchange.62.delayed	(from https://qingswap.com/market.php)
09:30:48	0/-1	---M--	302	error ('')			https://qingswap.com/app/exchange.php	C:/My%20Web%20Sites/swap/qingswap.com/app/exchange.64.delayed	(from https://qingswap.com/market.php)
09:30:48	0/-1	---M--	302	error ('')			https://qingswap.com/app/exchange.php	C:/My%20Web%20Sites/swap/qingswap.com/app/exchange.66.delayed	(from https://qingswap.com/market.php)
09:30:48	2424/2424	U-----	200	untouched ('')	image/png	etag:%222f7f439543524c24f6631dc79fff2534%22	https://s2.coinmarketcap.com/static/img/coins/64x64/1437.png	C:/My%20Web%20Sites/swap/s2.coinmarketcap.com/static/img/coins/64x64/1437.png	(from https://qingswap.com/market.php)
09:30:48	2463/2463	U-----	200	untouched ('')	image/png	etag:%229814f9cd54c2de97f77a783c2d297a53%22	https://s2.coinmarketcap.com/static/img/coins/64x64/131.png	C:/My%20Web%20Sites/swap/s2.coinmarketcap.com/static/img/coins/64x64/131.png	(from https://qingswap.com/market.php)
09:30:48	2330/2330	U-----	200	untouched ('')	image/png	etag:%2239edd8e5c80256300562f68afb1ab525%22	https://s2.coinmarketcap.com/static/img/coins/64x64/52.png	C:/My%20Web%20Sites/swap/s2.coinmarketcap.com/static/img/coins/64x64/52.png	(from https://qingswap.com/market.php)
09:30:48	2699/2699	U-----	200	untouched ('')	image/png	etag:%22739797800c1ad83ba9a3cdddb9824693%22	https://s2.coinmarketcap.com/static/img/coins/64x64/1958.png	C:/My%20Web%20Sites/swap/s2.coinmarketcap.com/static/img/coins/64x64/1958.png	(from https://qingswap.com/market.php)
09:30:48	0/-1	---M--	302	error ('')			https://qingswap.com/app/exchange.php	C:/My%20Web%20Sites/swap/qingswap.com/app/exchange.68.delayed	(from https://qingswap.com/market.php)
09:30:48	0/-1	---M--	302	error ('')			https://qingswap.com/app/exchange.php	C:/My%20Web%20Sites/swap/qingswap.com/app/exchange.6a.delayed	(from https://qingswap.com/market.php)
